itemLabel,occupationLabel
Lucius Porcius Cato,homme politique de la Rome antique
Lucius Porcius Cato,militaire
Caius Sosius,homme politique de la Rome antique
Caius Sosius,militaire
Caius Aurelius Cotta,homme politique de la Rome antique
Caius Aurelius Cotta,militaire
Spurius Lucretius Tricipitinus,homme politique de la Rome antique
Spurius Lucretius Tricipitinus,militaire
Rutilius Namatianus,poète
Rutilius Namatianus,personnalité politique
Théon de Smyrne,astronome
Théon de Smyrne,mathématicien
Théon de Smyrne,philosophe
Théon de Smyrne,musicologue
Théon de Smyrne,théoricien de la musique
Pudens,écrivain
Caius Laelius,homme politique de la Rome antique
Caius Laelius,militaire
Marinos de Tyr,scientifique
Marinos de Tyr,mathématicien
Marinos de Tyr,géographe
Marinos de Tyr,cartographe
Marcus Valerius Laevinus,homme politique de la Rome antique
Marcus Valerius Laevinus,militaire
Numénios d'Apamée,philosophe
Censorin,écrivain
Censorin,poète
Censorin,théoricien de la musique
Lucius Valerius Flaccus,homme politique de la Rome antique
Lucius Valerius Flaccus,militaire
Lucius Marcius Philippus,homme politique de la Rome antique
Lucius Marcius Philippus,militaire
Fructueux de Tarragone,prêtre catholique
Marius Victorinus,écrivain
Marius Victorinus,théologien
Marius Victorinus,philosophe
Gnaeus Domitius Ahenobarbus,homme politique de la Rome antique
Gnaeus Domitius Ahenobarbus,militaire
Capelianus,personnalité politique
Capelianus,soldat
Lucius Cornelius Scipio,homme politique de la Rome antique
Lucius Cornelius Scipio,militaire
Lucius Licinius Murena,homme politique de la Rome antique
Lucius Licinius Murena,militaire
Faustus Cornelius Sulla,homme politique de la Rome antique
Faustus Cornelius Sulla,militaire
Marcus Fabius Ambustus,homme politique de la Rome antique
Marcus Fabius Ambustus,militaire
Évode,prêtre
Lucius Cornelius Sisenna,écrivain
Lucius Cornelius Sisenna,traducteur
Lucius Cornelius Sisenna,militaire
Lucius Cornelius Sisenna,historien romain de l'antiquité
Domitius Domitianus,monarque
Lucius Calpurnius Piso Frugi,homme politique de la Rome antique
Lucius Calpurnius Piso Frugi,militaire
Caius Bruttius Praesens,militaire
Caius Bruttius Praesens,personnalité politique
Marcus Claudius Marcellus,homme politique de la Rome antique
Marcus Claudius Marcellus,militaire
Cassius Severus,écrivain
Cassius Severus,personnalité politique
Titus Clodius Eprius Marcellus,militaire
Titus Clodius Eprius Marcellus,personnalité politique
Caius Claudius Marcellus,homme politique de la Rome antique
Caius Claudius Marcellus,militaire
Lucius Arruntius Camillus Scribonianus,militaire
Lucius Arruntius Camillus Scribonianus,personnalité politique
Quintus Fulvius Flaccus,homme politique de la Rome antique
Quintus Fulvius Flaccus,militaire
Lucius Licinius Crassus,conseiller juridique
Lucius Licinius Crassus,orateur
Lucius Licinius Crassus,homme politique de la Rome antique
Julius Classicus,chef militaire
Caius Cornelius Cethegus,homme politique de la Rome antique
Publius Sulpicius Rufus,homme politique de la Rome antique
Publius Sulpicius Rufus,militaire
Marcus Fulvius Flaccus,homme politique de la Rome antique
Marcus Antonius Primus,militaire
Marcus Antonius Primus,personnalité politique
Aulus Didius Gallus,militaire
Aulus Didius Gallus,personnalité politique
Lucius Cornelius Merula,homme politique de la Rome antique
Lucius Cornelius Merula,militaire
Quintus Caecilius Metellus Nepos,homme politique de la Rome antique
Quintus Caecilius Metellus Nepos,militaire
Callistratus,écrivain
Callistratus,philosophe
Caius Cassius Longinus,homme politique de la Rome antique
Spurius Nautius Rutilus,homme politique de la Rome antique
Spurius Nautius Rutilus,militaire
Titus Annianus,poète
Léonce (usurpateur),militaire
Papianilla,
Aulus Allienus,homme politique de la Rome antique
Aulus Allienus,militaire
Aulus Caecina,écrivain
Aulus Caecina,homme politique de la Rome antique
Aulus Cornelius Cossus,homme politique de la Rome antique
Aulus Cornelius Cossus,militaire
Aulus Cornelius Cossus Arvina,homme politique de la Rome antique
Aulus Cornelius Cossus Arvina,militaire
Aulus Cornelius Palma Frontonianus,militaire
Aulus Cornelius Palma Frontonianus,personnalité politique
Aulus Cornelius Palma Frontonianus,officier
Aulus Cremutius Cordus,historien
Aulus Cremutius Cordus,sénateur romain
Aulus Gabinius Secundus,
Aulus Granius,militaire
Antonius Musa,écrivain
Antonius Musa,médecin
Antonius Musa,botaniste
Caius Antius Aulus Julius Quadratus,militaire
Caius Antius Aulus Julius Quadratus,personnalité politique
Aulus Hostilius Mancinus,homme politique de la Rome antique
Aulus Hostilius Mancinus,militaire
Aulus Manlius Torquatus,homme politique de la Rome antique
Aulus Manlius Torquatus,militaire
Aulus Manlius Torquatus Atticus,homme politique de la Rome antique
Aulus Manlius Torquatus Atticus,militaire
Aulus Manlius Vulso,homme politique de la Rome antique
Aulus Manlius Vulso,militaire
Aulus Marius Celsus,personnalité politique
Aulus Paconius Sabinus,personnalité politique
Aulus Petronius Lurco,personnalité politique
Quintus Ninnius Hasta,personnalité politique
Aulus Plautius,homme politique de la Rome antique
Aulus Plautius,militaire
Aulus Postumius Albinus Magnus,militaire
Aulus Postumius Albinus Luscus,homme politique de la Rome antique
Aulus Postumius Albinus Luscus,militaire
Aulus Sempronius Atratinus,homme politique de la Rome antique
Aulus Sempronius Atratinus,militaire
Aulus Sempronius Atratinus,homme politique de la Rome antique
Aulus Sempronius Atratinus,militaire
Aulus Terentius Varro,homme politique de la Rome antique
Aulus Verginius Tricostus Caeliomontanus,homme politique de la Rome antique
Aulus Verginius Tricostus Caeliomontanus,militaire
Quintus Ligarius,homme politique de la Rome antique
Quintus Ligarius,militaire
Lucius Cornificius,écrivain
Lucius Cornificius,homme politique de la Rome antique
Lucius Cornificius,militaire
Appius Claudius Sabinus,homme politique de la Rome antique
Appius Claudius Sabinus,militaire
Publius Suillius Rufus,militaire
Publius Suillius Rufus,personnalité politique
Chromatius,évêque
Chromatius,écrivain
Chromatius,prêtre catholique
Gaius Pompeius Longus Gallus,militaire
Gaius Pompeius Longus Gallus,personnalité politique
Marcus Servilius Silanus,personnalité politique
Scribonia,
Acutia,
Quintus Fabius Vibulanus Ambustus,homme politique de la Rome antique
Quintus Fabius Vibulanus Ambustus,militaire
Quirin de Siscia,prêtre
Mamercus Aemilius Scaurus,poète
Mamercus Aemilius Scaurus,homme politique de la Rome antique
Manius Aquilius,homme politique de la Rome antique
Manius Aquilius,militaire
Flavius Philippus,personnalité politique
Arellius Fuscus,écrivain
Caius Calpurnius Piso,homme politique de la Rome antique
Caius Calpurnius Piso,militaire
Lucius Antonius Albus,personnalité politique
Sextus Aelius Catus,personnalité politique
Marcus Peducaeus Stloga Priscinus,militaire
Marcus Peducaeus Stloga Priscinus,personnalité politique
Caius Antistius Vetus,militaire
Caius Antistius Vetus,personnalité politique
Lucius Iulius Marinus,personnalité politique
Publius Cornelius Rutilus Cossus,homme politique de la Rome antique
Publius Cornelius Rutilus Cossus,militaire
Marcus Caelius Rufus,homme politique de la Rome antique
Marcus Caelius Rufus,militaire
Quintus Servilius Fidenas,homme politique de la Rome antique
Quintus Servilius Fidenas,militaire
Pancrace de Taormina,prêtre catholique
Caius Claudius Pulcher,homme politique de la Rome antique
Caius Claudius Pulcher,militaire
Priscus d'Épire,philosophe
Marcus Popillius Laenas,homme politique de la Rome antique
Marcus Popillius Laenas,militaire
Postume le Jeune,usurpateur romain
Attale,philosophe
Aulus Terentius Varro Murena,militaire
Aulus Terentius Varro Murena,personnalité politique
Sertorius,homme politique de la Rome antique
Sertorius,militaire
Caius Gracchus,homme politique de la Rome antique
Caius Gracchus,militaire
Frontin,écrivain
Frontin,architecte
Frontin,militaire
Frontin,ingénieur
Frontin,personnalité politique
Frontin,fonctionnaire
Frontin,ingénieur civil
Salonin,monarque
Pomponius Mela,écrivain
Pomponius Mela,historien
Pomponius Mela,géographe
Appius Claudius Caecus,écrivain
Appius Claudius Caecus,poète
Appius Claudius Caecus,homme politique de la Rome antique
Appius Claudius Caecus,militaire
Caius Julius Caesar Vipsanianus,militaire
Caius Julius Caesar Vipsanianus,personnalité politique
Lucius Aemilius Paullus Macedonicus,homme politique de la Rome antique
Lucius Aemilius Paullus Macedonicus,militaire
Caius Julius Hyginus,astronome
Caius Julius Hyginus,écrivain
Caius Julius Hyginus,poète
Caius Julius Hyginus,mythographe
Pacôme le Grand,écrivain
Pacôme le Grand,moine
Lucilius,écrivain
Lucilius,poète
Sulpicia Dryantilla,dirigeant
Avidius Cassius,personnalité politique
Avidius Cassius,soldat
Festus Grammaticus,écrivain
Festus Grammaticus,poète
Festus Grammaticus,lexicographe
Festus Grammaticus,philologue classique
Sextus Julius Caesar,homme politique de la Rome antique
Sextus Julius Caesar,militaire
Sidoine Apollinaire,écrivain
Sidoine Apollinaire,poète
Sidoine Apollinaire,personnalité politique
Sidoine Apollinaire,prêtre catholique
Marcian of Tortona,prêtre
Lucius Postumius Albinus,homme politique de la Rome antique
Lucius Postumius Albinus,militaire
Lucius Quinctius Cincinnatus,agriculteur
Lucius Quinctius Cincinnatus,homme politique de la Rome antique
Lucius Quinctius Cincinnatus,militaire
Jean,personnalité politique
Ulpien,écrivain
Ulpien,conseiller juridique
Ammonios Saccas,philosophe
Jamblique,philosophe
Flavius Oreste,personnalité politique
Flavius Oreste,officier
Titus Labienus,homme politique de la Rome antique
Titus Labienus,militaire
Valerius Valens,dirigeant
Lucius Accius,écrivain
Lucius Accius,poète
Lucius Accius,dramaturge
Paul Orose,écrivain
Paul Orose,historien
Paul Orose,prêtre catholique
Paul Orose,théologien
Lucius Calpurnius Piso,homme politique de la Rome antique
Lucius Calpurnius Piso,militaire
Allectus,souverain
Crispus,militaire
Crispus,personnalité politique
Atticus,écrivain
Atticus,poète
Atticus,banquier
Atticus,philosophe
Atticus,annaliste
Atticus,homme politique de la Rome antique
Atticus,historien romain de l'antiquité
Pison,monarque
Pison,usurpateur romain
Hérode Atticus,militaire
Hérode Atticus,personnalité politique
Hérode Atticus,rhéteur
Hérode Atticus,philosophe
Marcus Claudius Marcellus,homme politique de la Rome antique
Marcus Claudius Marcellus,militaire
Lucius Antonius Saturninus,personnalité politique
Lucius Antonius Saturninus,officier
Aulus Cornelius Celsus,écrivain
Aulus Cornelius Celsus,médecin
Postume,personnalité politique
Caius Mucius Scaevola,militaire
Auréolus,soldat
Alban de Verulamium,soldat
Hérodien,écrivain
Hérodien,historien
Eugène,personnalité politique
Cnaeus Domitius Corbulo,militaire
Cnaeus Domitius Corbulo,personnalité politique
Publius Baebius Italicus,écrivain
Publius Baebius Italicus,poète
Publius Baebius Italicus,personnalité politique
Titus Statilius Taurus,militaire
Titus Statilius Taurus,personnalité politique
Lucius Tiberius Claudius Pompeianus,personnalité politique
Manius Aemilius Lepidus,homme politique de la Rome antique
Manius Aemilius Lepidus,militaire
Cnaeus Cornelius Blasio,homme politique de la Rome antique
Cnaeus Cornelius Blasio,militaire
Titus Statilius Taurus Corvinus,militaire
Titus Statilius Taurus Corvinus,personnalité politique
Titus Statilius Taurus,militaire
Titus Statilius Taurus,personnalité politique
Caius Oppius Sabinus,militaire
Caius Oppius Sabinus,personnalité politique
Paulinus,militaire
Paulinus,personnalité politique
Saint Clément,prêtre
Saint Clément,évêque catholique
Saint Clément,dragonslayer
Lucius Cornelius Cinna,homme politique de la Rome antique
Lucius Cornelius Cinna,militaire
Fulvius Pius,personnalité politique
Vettius Gratus,personnalité politique
Publius Postumius Tubertus,homme politique de la Rome antique
Publius Postumius Tubertus,militaire
Publius Postumius Tubertus,ancient Roman diplomat
Caius Maesius Aquilius Fabius Titianus,militaire
Caius Maesius Aquilius Fabius Titianus,personnalité politique
Lucius Passienus Rufus,militaire
Lucius Passienus Rufus,personnalité politique
Marcus Petreius,homme politique de la Rome antique
Marcus Petreius,militaire
Caius Aquillius Tuscus,homme politique de la Rome antique
Caius Aquillius Tuscus,militaire
Quintus Fabius Maximus Allobrogicus,homme politique de la Rome antique
Quintus Fabius Maximus Allobrogicus,militaire
Lucius Aurelius Cotta,homme politique de la Rome antique
Lucius Aurelius Cotta,militaire
Quintus Fabius Maximus Eburnus,homme politique de la Rome antique
Quintus Fabius Maximus Eburnus,militaire
Marcus Livius Drusus Claudianus,homme politique de la Rome antique
Marcus Livius Drusus Claudianus,militaire
Marcus Aurelius Cotta,homme politique de la Rome antique
Marcus Aurelius Cotta,militaire
Caius Appius Junius Silanus,militaire
Caius Appius Junius Silanus,personnalité politique
Mamercus Aemilius Lepidus Livianus,homme politique de la Rome antique
Mamercus Aemilius Lepidus Livianus,militaire
Marcus Cornelius Maluginensis,homme politique de la Rome antique
Marcus Cornelius Maluginensis,militaire
Titus Veturius Geminus Cicurinus,homme politique de la Rome antique
Titus Veturius Geminus Cicurinus,militaire
Marcus Ceionius Silvanus,militaire
Marcus Ceionius Silvanus,personnalité politique
Rufius Gennadius Probus Orestes,personnalité politique
Gnaeus Cornelius Dolabella,militaire
Cnaeus Cornelius Lentulus Marcellinus,homme politique de la Rome antique
Cnaeus Cornelius Lentulus Marcellinus,militaire
Publius Valerius Flaccus,homme politique de la Rome antique
Publius Valerius Flaccus,militaire
Lucius Apustius Fullo,homme politique de la Rome antique
Lucius Apustius Fullo,militaire
Lucius Publilius Celsus,militaire
Lucius Publilius Celsus,personnalité politique
Quintus Sulpicius Camerinus Cornutus,homme politique de la Rome antique
Quintus Sulpicius Camerinus Cornutus,militaire
Gaius Vipstanus Messalla Gallus,personnalité politique
Quintus Pompeius Falco,personnalité politique
Quintus Pompeius Falco,soldat
Publius Cornelius Dolabella,militaire
Lucius Cornelius Dolabella,homme politique de la Rome antique
Lucius Cornelius Dolabella,militaire
Marcus Horatius Pulvillus,prêtre romain
Marcus Horatius Pulvillus,homme politique de la Rome antique
Marcus Horatius Pulvillus,militaire
Cnaeus Manlius Vulso,homme politique de la Rome antique
Cnaeus Manlius Vulso,militaire
Servius Cornelius Maluginensis,homme politique de la Rome antique
Servius Cornelius Maluginensis,militaire
Caius Asinius Lepidus,militaire
Caius Asinius Lepidus,personnalité politique
Valérius Probus,militaire
Valérius Probus,philologue
Marcus Valerius Messalla Niger,homme politique de la Rome antique
Marcus Valerius Messalla Niger,militaire
Secundus Salutius,préfet du prétoire
Secundus Salutius,gouverneur romain
Secundus Salutius,proconsul
Aulus Postumius Albinus,homme politique de la Rome antique
Aulus Postumius Albinus,militaire
Anicius Maximus,personnalité politique
Titus Didius,homme politique de la Rome antique
Titus Didius,militaire
Publius Cornelius Rufinus,militaire
Publius Cornelius Rufinus,personnalité politique
Gaius Cassius Regallianus,
Anicius Petronius Probinus,personnalité politique
Publius Sittius,militaire
Servius Sulpicius Galba,homme politique de la Rome antique
Servius Sulpicius Galba,militaire
Pedro de Rates,prêtre
Spurius Postumius Albinus,homme politique de la Rome antique
Spurius Postumius Albinus,militaire
Hesiqui de Carcere,missionnaire
Spurius Postumius Albinus,homme politique de la Rome antique
Spurius Postumius Albinus,militaire
Publius Sempronius Sophus,homme politique de la Rome antique
Publius Sempronius Sophus,militaire
Marcus Atilius Regulus,homme politique de la Rome antique
Marcus Atilius Regulus,militaire
Quintus Mucius Scaevola (préteur),homme politique de la Rome antique
Quintus Mucius Scaevola (préteur),militaire
Quintus Fulvius Flaccus,homme politique de la Rome antique
Quintus Fulvius Flaccus,militaire
Quintus Fabius Maximus Servilianus,annaliste
Quintus Fabius Maximus Servilianus,homme politique de la Rome antique
Quintus Fabius Maximus Servilianus,militaire
Quintus Fabius Maximus Servilianus,historien romain de l'antiquité
Marcus Junius Silanus,militaire
Marcus Junius Silanus,personnalité politique
Quintus Marcius Philippus,homme politique de la Rome antique
Ours de Ravenne,prêtre
Quintus Minucius Thermus,diplomate
Quintus Minucius Thermus,homme politique de la Rome antique
