item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Flavianus,Virii,masculin,0334-01-01T00:00:00Z,,0394-09-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Nicomachus,Virii,masculin,0334-01-01T00:00:00Z,,0394-09-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Flavianus,Virii,masculin,0400-01-01T00:00:00Z,,0394-09-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Nicomachus,Virii,masculin,0400-01-01T00:00:00Z,,0394-09-06T00:00:00Z,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Flavianus,Virii,masculin,0334-01-01T00:00:00Z,,t2284317290,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Nicomachus,Virii,masculin,0334-01-01T00:00:00Z,,t2284317290,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Flavianus,Virii,masculin,0400-01-01T00:00:00Z,,t2284317290,,,
http://www.wikidata.org/entity/Q966315,Virius Nicomachus Flavianus,t2284317289,Virius,Nicomachus,Virii,masculin,0400-01-01T00:00:00Z,,t2284317290,,,
http://www.wikidata.org/entity/Q972842,Cyrus de Panopolis,,,,,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q340572,0470-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q977571,Caprais de Lérins,,,,,masculin,0301-01-01T00:00:00Z,http://www.wikidata.org/entity/Q101081,0430-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q982066,Eutharic,,Flavius,,Flavii,masculin,0500-01-01T00:00:00Z,,0522-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q20046237,
http://www.wikidata.org/entity/Q1001940,Flavius Florentius,,Flavius,,Flavii,masculin,0350-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q1001947,Mallius Theodorus,t2258797722,Mallius,,Mallii,masculin,0350-01-01T00:00:00Z,http://www.wikidata.org/entity/Q729978,,,,
http://www.wikidata.org/entity/Q1025379,Célestius,,,,,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1438,,http://www.wikidata.org/entity/Q16869,,
http://www.wikidata.org/entity/Q1026534,Fabius Titianus,t2275728366,Fabius,Titianus,Fabii,masculin,0300-01-01T00:00:00Z,,,,,
